zone_id,year,month,day,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
8,2006,8,7,3612,3366,3225,3181,3268,3525,3620,3819,4228,4578,5087,5492,5844,6032,6162,6287,6502,6650,6488,6281,6103,5722,4879,4224
9,2006,8,7,92379,91644,90930,90846,92862,93219,92862,93723,92442,92568,94017,92316,64890,24633,24927,24948,24381,24444,58527,78540,84819,87717,84252,92337
10,2006,8,7,24112,22928,22226,22000,22822,25281,27084,29831,31003,31467,33323,36331,40266,43774,46245,47946,49823,50580,50178,48921,47960,45815,41747,37870
11,2006,8,7,99903,91348,86865,84215,84612,90352,100749,110745,114904,122322,136152,150150,164668,177503,186392,194161,201081,206019,204427,195717,189301,177360,152822,130400
12,2006,8,7,129013,115367,107594,103606,103039,109924,122843,132108,138033,148543,168338,193643,219204,238861,253426,267634,281207,290097,287808,277905,269265,249776,221817,179181
13,2006,8,7,18315,17041,16333,15856,15955,17183,19622,21417,22180,23412,24520,24912,25675,26905,24222,25748,26898,27567,31069,29967,29657,28309,24081,20596
14,2006,8,7,18998,16880,15744,15062,15096,16423,17642,18723,20543,23163,26868,30443,34011,36753,33958,32868,33802,35765,40318,39027,37840,35187,30493,25907
15,2006,8,7,62082,57788,54961,54269,54070,56729,63076,67536,70861,77921,85671,92384,96257,101724,93141,95925,97530,97975,108361,102662,100021,95096,84848,74693
16,2006,8,7,28104,25666,24335,23691,23912,25207,27520,29079,30438,33629,38370,43882,49117,53704,52942,55240,56980,58127,61900,59041,57489,53214,47262,41732
17,2006,8,7,30736,29319,28105,27734,28176,29696,32163,33074,35083,38233,41655,45988,49902,52674,52149,52979,54056,53856,56153,54838,54493,52564,47855,42442
18,2006,8,7,202027,183953,172915,167791,169519,182718,201512,213512,228641,253507,288469,320627,348663,376423,373715,388730,398714,399916,416327,402029,394647,369372,324472,283020
19,2006,8,7,76351,69383,65706,63110,62950,68576,76572,80765,84690,93681,104733,115764,125909,134740,126347,131204,136470,140467,153767,147164,143388,134696,118113,100895
20,2006,8,7,82109,77296,75291,74207,76072,82667,91522,98663,105206,110106,120113,127526,133454,138505,133155,137350,140569,142065,150855,145211,142211,137476,121697,104901
21,2006,8,7,1587770,1487740,1425276,1397150,1405115,1489231,1617578,1724461,1842093,1992308,2186494,2357360,2493037,2590279,2614841,2686875,2744085,2768988,2842119,2752872,2699352,2562996,2299463,2040787
1,2006,8,8,19515,17570,16493,15713,15455,16279,17479,18387,19858,21911,23086,24508,26593,29203,30401,31276,32755,33744,33324,31885,30734,29190,25212,22125
2,2006,8,8,190897,182697,175803,171409,171106,176630,186372,197870,203560,209146,216323,224724,234349,243545,251858,253327,254911,251405,246013,233963,225920,213251,192932,171330
3,2006,8,8,205978,197131,189692,184951,184623,190585,201096,213502,219642,225670,233413,242478,252864,262785,271756,273340,275050,271266,265448,252447,243769,230098,208174,184865
4,2006,8,8,409,382,358,356,352,374,432,495,508,490,505,509,524,539,553,536,577,611,593,590,591,579,521,418
5,2006,8,8,9253,8426,7946,7562,7565,7829,8425,8757,8959,9533,10378,11214,11891,12576,13044,13857,14287,14860,14540,13703,12825,11691,9741,7796
6,2006,8,8,200150,191124,183749,178971,178670,184460,194797,206627,212519,218680,226701,235938,246241,256121,264902,267184,269198,266265,260553,247666,238746,224942,202673,179126
7,2006,8,8,205978,197131,189692,184951,184623,190585,201096,213502,219642,225670,233413,242478,252864,262785,271756,273340,275050,271266,265448,252447,243769,230098,208174,184865
8,2006,8,8,3699,3390,3299,3182,3259,3438,3533,3620,3777,3991,4299,4703,5030,5323,5532,5617,5613,5770,5680,5250,4891,4556,3780,3112
9,2006,8,8,93492,85701,92967,93135,93240,81102,80913,81690,80661,81543,81753,80493,57603,24381,25263,25074,24297,24402,52332,86814,94983,95403,95382,95340
10,2006,8,8,35155,32838,31201,30203,29863,31911,33319,35477,38036,41236,43932,45344,46506,47460,48990,49361,48799,47704,46768,45322,43986,41544,36697,32171
11,2006,8,8,111946,102509,98235,95688,95014,98349,107989,118568,127971,138690,151455,160820,167031,172317,176806,180219,182641,183549,178490,165621,155707,145624,127048,109831
12,2006,8,8,151158,132516,121774,115527,112449,116848,127433,138872,153654,174440,194571,209086,221018,230589,236574,243961,249182,253078,245814,224970,207902,193438,166614,139620
13,2006,8,8,17936,16470,15685,15167,15266,16640,19060,20376,21077,21702,22133,23031,23903,24899,21768,23064,24173,24992,27806,26720,26127,25347,22265,18837
14,2006,8,8,22178,20313,19074,18054,18001,19053,20059,20840,22748,26035,30018,33184,35452,37512,34583,34939,35433,35655,39114,35564,34079,31657,27303,23331
15,2006,8,8,67679,62610,60298,57799,57720,59905,64709,68892,73860,81340,88869,94467,99540,102666,92036,93433,94919,92890,101249,96295,93509,89404,79931,70344
16,2006,8,8,37280,33970,30950,29799,29889,30447,32478,34846,37675,40708,43352,44996,47449,49392,47609,49167,49456,49444,52229,49134,45814,42993,37151,31417
17,2006,8,8,38575,36080,34683,32795,32657,34275,36394,36704,38782,42665,45198,47096,49544,51228,48814,48827,51339,49096,47497,46184,46648,44620,41058,36874
18,2006,8,8,250334,227995,213425,203577,202038,210816,227036,238380,250506,270407,294771,318646,335436,349852,333884,332952,334744,339231,358204,341342,329589,303764,260525,217449
19,2006,8,8,88517,81175,76130,72648,71728,76668,82587,86173,91062,98475,105140,112654,118178,122563,111332,119996,126645,128511,138545,130921,127101,120455,104225,88334
20,2006,8,8,93343,86957,82475,80203,80750,86574,95457,100040,103989,111176,116478,121889,127294,130544,122308,124532,126915,128089,134936,127330,123778,118500,104546,90284
21,2006,8,8,1843472,1716985,1643929,1591690,1584268,1632768,1740664,1843618,1928486,2043508,2165788,2278258,2359310,2416280,2409769,2444002,2475984,2471828,2514583,2414168,2330468,2197154,1953952,1707469
1,2006,11,22,18553,18444,18302,18277,18712,20318,22318,23175,23431,23155,22822,23249,23141,23344,23394,23687,24523,26419,26585,25983,24815,23296,21558,19750
2,2006,11,22,167638,163962,162217,163001,167770,180328,200222,212739,211187,212349,209897,207269,205764,203796,204261,204509,210991,217747,216397,210784,206144,197499,184807,169438
3,2006,11,22,180881,176915,175032,175878,181025,194574,216040,229546,227872,229126,226480,223643,222019,219897,220399,220666,227660,234950,233492,227436,222430,213102,199408,182824
4,2006,11,22,577,570,575,565,590,651,692,744,809,805,776,763,783,765,725,716,745,926,974,947,893,863,778,684
5,2006,11,22,7565,7376,7206,7431,7862,8549,9497,10044,10137,10249,10157,10031,10105,10595,10842,11219,11981,12539,12455,13014,12417,11390,10310,9144
6,2006,11,22,175202,171338,169422,170432,175633,188877,209719,222783,221324,222598,220055,217300,215869,214391,215104,215728,222972,230286,228852,223798,218561,208889,195117,178582
7,2006,11,22,180881,176915,175032,175878,181025,194574,216040,229546,227872,229126,226480,223643,222019,219897,220399,220666,227660,234950,233492,227436,222430,213102,199408,182824
8,2006,11,22,4195,4096,4096,4139,4432,4826,5003,5224,5235,5255,5108,4753,4657,4560,4544,4559,4670,5197,5479,5366,5296,4928,4607,4117
9,2006,11,22,86268,91875,91308,91224,82824,78603,78645,78729,78645,65856,65730,70119,81837,81690,62391,63294,68355,84798,64869,73332,62601,64827,69069,74487
10,2006,11,22,23673,22575,22184,21886,22722,25096,25281,25461,24537,27145,29577,29878,29769,29685,29439,29572,30496,32000,31882,30303,27242,24427,23235,21481
11,2006,11,22,97359,93604,92340,92116,94960,102589,116260,126227,127452,128915,130045,128723,125882,126129,129633,131448,135826,138827,139177,136689,134643,127187,115967,105535
12,2006,11,22,112912,107774,104982,104282,106936,117989,136347,143270,142819,143439,144637,143751,143625,143312,144884,149287,158838,169660,171004,171104,163868,154284,141612,127371
13,2006,11,22,20465,19774,19609,16141,17015,19090,21827,23959,24344,24335,24025,23749,23342,23075,22995,23851,25440,27181,27125,26493,26498,24784,22251,23426
14,2006,11,22,21776,20625,19968,15688,16939,19454,22798,23147,21396,21247,20655,20289,19838,19917,20128,21340,23366,24335,24944,26122,24782,23864,22102,23874
15,2006,11,22,69881,67859,67205,55917,57282,62521,72476,74257,69247,68128,68739,67918,65889,65568,65296,64406,65964,67825,68978,71081,66911,64118,60002,65662
16,2006,11,22,29573,28446,28222,24551,25517,28120,32954,35160,34896,34432,34579,34768,34951,34956,35737,36949,38547,40443,40243,39092,37424,35178,32173,33206
17,2006,11,22,35944,34785,33172,30607,31743,35177,39945,40307,38562,37582,36925,36700,36986,36907,37180,37786,39442,40905,41601,41340,40059,38729,36805,35019
18,2006,11,22,213274,206908,204702,185391,194526,216746,248711,261247,260547,262584,264635,263970,262779,270606,277279,284812,294843,293057,287712,309901,296538,272997,249536,249420
19,2006,11,22,86163,84303,82938,68818,71758,81965,98004,100084,94533,94506,94419,93242,93062,94465,96009,97860,102364,108716,109861,107508,103210,97641,88734,94387
20,2006,11,22,90288,87995,87004,77128,80428,88499,100560,107031,105505,104247,102761,100669,99473,99041,100737,103071,107808,113722,113817,112705,110512,104231,95891,96976
21,2006,11,22,1623068,1586139,1565516,1499350,1539699,1668546,1873339,1972680,1950350,1945079,1938502,1924427,1921790,1922596,1921376,1945426,2022491,2104483,2078939,2080434,2007274,1905336,1773370,1698207
1,2006,11,23,18508,17707,17276,17049,17453,18120,19387,21584,24026,25294,24709,22666,20014,17621,16340,15467,15154,16581,17299,17473,17534,17137,16085,14891
2,2006,11,23,159733,152844,149571,147477,146489,148819,153164,163173,175483,183218,186675,182630,170684,159947,149630,144904,143871,148166,148521,148387,145926,142142,137198,128525
3,2006,11,23,172353,164920,161387,159129,158062,160577,165265,176064,189346,197693,201422,197059,184169,172583,161452,156351,155237,159871,160254,160109,157454,153371,148036,138679
4,2006,11,23,644,611,602,599,590,658,697,778,880,935,889,863,829,782,724,719,714,804,849,824,782,761,723,608
5,2006,11,23,8318,8062,7795,7856,7999,8371,8844,10323,11658,12663,12997,12532,11209,9905,9124,8628,8442,9248,9373,9193,9048,8559,7943,7083
6,2006,11,23,168051,160907,157365,155334,154488,157191,162008,173496,187141,195881,199672,195163,181894,169852,158754,153532,152313,157414,157894,157580,154974,150700,145140,135608
7,2006,11,23,172353,164920,161387,159129,158062,160577,165265,176064,189346,197693,201422,197059,184169,172583,161452,156351,155237,159871,160254,160109,157454,153371,148036,138679
8,2006,11,23,3895,3819,3832,3862,3997,4295,4443,4795,5247,5578,5727,5505,5079,4819,4718,4576,4675,4865,4875,4841,4807,4584,4238,3968
9,2006,11,23,73059,72093,75810,75852,75642,77616,78309,78372,77952,78708,78792,78729,76713,76272,75936,75243,75726,76356,76398,76482,76692,76566,76692,77112
10,2006,11,23,23056,22767,21578,20929,20411,20042,20965,22308,23968,26097,27241,27677,27329,26211,25295,24828,24708,25318,25585,25753,25475,24503,23777,22356
11,2006,11,23,97578,92850,89858,88562,88949,92552,98334,109108,123400,133527,139400,140490,136361,128446,122029,117204,115408,118366,117499,117403,115481,110287,102770,94360
12,2006,11,23,114702,107614,104227,102805,103816,108446,117096,130466,150031,165315,175481,177605,174274,164283,155163,146221,142904,145520,146913,147133,145389,138661,128737,117609
13,2006,11,23,21710,20552,20212,16506,17225,18389,19656,22305,24537,25869,25603,24429,22215,19592,17989,17317,17638,19223,20037,20374,20377,19782,18263,20007
14,2006,11,23,21526,20731,20472,16126,16696,18198,20041,24016,27966,30132,30927,30550,28283,25989,24725,23551,23087,23793,23130,23211,23408,22280,20369,21938
15,2006,11,23,61450,58615,57229,45258,45334,48103,52748,58485,65098,67909,67947,64388,57805,52024,47267,44468,43406,47192,48410,49429,50293,49485,47424,55461
16,2006,11,23,31062,29794,29200,25400,25846,27095,29495,33066,36865,39608,40588,39956,38177,35623,33520,32167,31312,32019,31764,31167,30756,29241,26743,28008
17,2006,11,23,32677,31342,30400,27827,28483,29243,31295,34137,37544,39492,39527,39469,37524,35166,33408,31397,30639,31621,31136,31424,31606,30791,29280,29918
18,2006,11,23,232961,224233,219538,196735,199678,208002,221689,244243,270340,288829,292684,284867,264750,240600,221626,209308,204988,215337,217161,216162,213108,205231,191931,200581
19,2006,11,23,88157,84802,82827,67837,69515,73950,80499,89410,100161,106527,107922,102809,93979,86088,79106,71545,70186,76547,78816,79884,79055,76762,72467,81498
20,2006,11,23,90445,87022,85281,75140,75934,78310,82808,90103,99554,105346,106938,103018,94761,84419,77816,77371,77911,81866,82881,82758,81504,78372,73778,78332
21,2006,11,23,1592238,1526205,1495847,1409412,1414669,1458554,1532008,1662296,1820543,1926314,1966563,1927464,1810218,1682805,1576074,1511148,1493556,1549978,1559049,1559696,1541123,1492586,1419630,1395221
1,2006,11,24,13950,13735,13980,14669,15765,16804,18436,19688,19221,17811,16462,15685,14553,13833,13434,13446,14252,16687,17869,17989,17654,17541,16869,16062
2,2006,11,24,123741,121293,123575,123206,130548,138556,147963,157057,159093,155136,152038,145464,140602,135187,130535,129820,135450,152615,158188,155968,156566,152886,148103,142091
3,2006,11,24,133516,130875,133337,132940,140861,149503,159653,169464,171661,167392,164049,156955,151710,145868,140847,140077,146150,164672,170685,168289,168935,164964,159804,153317
4,2006,11,24,572,558,541,553,591,637,677,752,752,728,710,697,617,587,539,546,599,737,874,868,848,792,718,631
5,2006,11,24,6514,6261,6264,6372,6681,7125,7653,8423,8434,8064,7727,6954,6550,6328,6158,6217,6673,8273,8966,8927,8629,8299,7877,7470
6,2006,11,24,130255,127553,129838,129579,137229,145682,155616,165480,167527,163200,159765,152417,147152,141516,136693,136037,142123,160889,167154,164895,165195,161185,155980,149561
7,2006,11,24,133516,130875,133337,132940,140861,149503,159653,169464,171661,167392,164049,156955,151710,145868,140847,140077,146150,164672,170685,168289,168935,164964,159804,153317
8,2006,11,24,3699,3701,3714,3815,4070,4279,4446,4671,4848,4751,4502,4012,3805,3570,3465,3517,3701,4442,4849,4880,4857,4602,4334,4053
9,2006,11,24,77196,77280,77154,77070,77259,77553,77805,78015,76860,74151,75159,76482,76503,73815,67704,64911,64281,71463,78078,78645,77826,77406,76986,76272
10,2006,11,24,21564,21049,21212,21230,21804,24023,25913,27293,27194,27422,26978,25881,25282,24519,24325,24088,25140,28549,29482,29449,29445,28690,27291,25843
11,2006,11,24,87659,84612,83744,85129,88916,94271,102859,108769,110981,110273,106841,101561,96935,92808,90313,89624,96111,113507,118740,118871,117516,114192,108805,101927
12,2006,11,24,107610,102962,101938,103820,107077,113721,122779,128481,130222,129473,124672,119580,113645,107700,104109,103918,111942,135166,141672,143360,141881,137973,132207,123716
13,2006,11,24,18953,18427,18171,15767,16918,18794,20515,22043,22717,21684,19825,18339,17043,15863,15216,15260,16335,19888,21784,21619,21270,20533,19019,21020
14,2006,11,24,19851,18915,18403,15458,16356,17761,18920,20851,21136,19721,18285,16746,15422,14288,13596,13300,14754,18752,20243,21235,21643,21416,20781,23233
15,2006,11,24,52929,51944,50087,42088,43849,47446,51988,54640,53534,48161,43048,40292,36956,34385,32588,32444,35328,44576,49100,50494,52047,52294,51799,60734
16,2006,11,24,26142,25607,24916,22305,23256,25058,27759,30001,29779,28180,25823,23266,21554,20056,19108,19703,21957,27741,29748,30084,29995,29391,28060,30959
17,2006,11,24,28385,27750,27161,25975,27573,29402,31422,32140,31748,30510,28953,26982,25425,24284,23771,23543,25160,28350,30330,31135,31877,31718,31359,32895
18,2006,11,24,189859,185798,182686,170355,181066,195775,211301,221938,214716,198979,182421,168855,155783,145997,140444,140927,152351,189123,202956,206411,206626,203218,195562,210197
19,2006,11,24,77382,76785,75895,66773,69839,75297,83197,86646,81808,73041,64598,58304,53699,49328,46281,46252,50491,65379,72964,74820,75055,74092,71967,83623
20,2006,11,24,74870,74204,72873,67685,72475,77360,83839,88831,88638,83799,78494,73325,69832,66760,64487,64288,66753,77596,82306,82197,81308,79472,75411,81345
21,2006,11,24,1328163,1300184,1298826,1257729,1322994,1408550,1512394,1594647,1592530,1529868,1464399,1388752,1324778,1262560,1214460,1207995,1275701,1493077,1576673,1578425,1578108,1545628,1492736,1498266
1,2006,11,25,15645,15844,16390,17348,18393,20033,21960,24288,23938,21537,19338,17522,16065,15170,14193,13890,14725,17824,18917,18954,18599,18245,17651,16891
2,2006,11,25,136176,134024,136288,137605,145183,154053,164023,176970,179085,175688,168413,160634,152535,145331,141243,141098,145988,166524,169586,169471,167444,163616,158536,149422
3,2006,11,25,146935,144613,147054,148477,156653,166224,176981,190951,193233,189568,181717,173325,164586,156812,152401,152244,157521,179679,182984,182860,180673,176541,171061,161226
4,2006,11,25,610,583,569,604,630,684,714,777,833,809,779,690,642,604,565,592,623,747,842,785,765,707,628,572
5,2006,11,25,7054,7283,7349,7666,8042,8806,9515,10803,10823,10176,9099,8403,7558,6977,6558,6579,7396,9089,9645,9650,9482,9140,8496,7966
6,2006,11,25,143231,141307,143636,145271,153225,162859,173537,187773,189908,185864,177511,169037,160094,152308,147801,147676,153384,175613,179231,179121,176926,172755,167032,157388
7,2006,11,25,146935,144613,147054,148477,156653,166224,176981,190951,193233,189568,181717,173325,164586,156812,152401,152244,157521,179679,182984,182860,180673,176541,171061,161226
8,2006,11,25,3789,3824,3848,3947,4233,4482,4694,4994,4993,4978,4687,4260,3978,3728,3509,3577,3759,4431,4542,4661,4318,4173,4010,3899
9,2006,11,25,78204,77658,65100,65121,65331,65247,65352,69993,78204,78372,69531,76986,77763,78162,78855,62853,64008,62391,60585,61488,61950,61278,61341,61131
10,2006,11,25,24042,23215,23124,23198,23192,23457,24626,26013,26290,25335,24321,22832,21808,20941,20364,20369,21442,24455,25449,25348,24986,24155,23138,21560
11,2006,11,25,96596,94580,95067,97460,102401,107203,114319,122915,125539,121632,114131,106494,99964,94546,90136,89488,96389,112388,116616,116101,115065,111198,105466,99656
12,2006,11,25,116088,112606,112168,114158,116908,123195,132599,142899,147467,143024,136881,127268,118218,111646,107904,108336,117666,139560,145186,144987,143638,140231,134301,125839
13,2006,11,25,20007,19544,19606,20064,21243,22898,24357,26235,23626,22749,20992,22294,20515,19488,18368,18361,19422,22694,24605,21526,21029,20085,22394,20416
14,2006,11,25,22396,22444,22903,23572,24724,26388,27819,30455,26148,23657,20919,21725,20021,18693,17777,17888,19234,23187,23956,21147,21266,20966,24281,22995
15,2006,11,25,58926,58731,59749,62194,64645,68794,74320,79095,68217,62702,56208,60226,55749,52185,50766,50898,53461,63081,67816,58863,58762,59233,68599,67632
16,2006,11,25,30381,30621,31355,32500,34116,36602,39389,42149,37448,33116,29180,28679,25994,24236,22982,22972,25796,31736,33497,30431,30338,29753,32202,30547
17,2006,11,25,32332,32457,32973,33788,34910,36650,39246,40412,37112,34423,31254,30772,28273,26583,25817,25627,26922,31015,32811,31177,31036,30940,32537,31016
18,2006,11,25,206510,209049,215496,224807,236188,253078,270996,289774,262533,236517,209303,204138,186053,172937,164619,164950,179567,216593,229887,214930,215273,211472,225824,215769
19,2006,11,25,81369,81537,82802,85877,89806,97537,104813,111661,96003,84707,73445,75236,67634,62989,60288,59685,64444,79401,86542,76461,76068,74736,85856,82100
20,2006,11,25,78796,78386,78724,80362,83885,88640,94300,100483,91803,87712,81203,83382,78268,75193,72792,72157,75361,86925,90979,82350,81732,80099,86294,81199
21,2006,11,25,1446022,1432919,1441255,1472496,1540361,1633054,1740541,1869591,1816436,1732134,1610629,1567228,1470304,1395341,1349339,1331484,1404629,1627012,1686660,1633171,1620023,1585864,1600708,1518450
1,2006,11,26,16316,16494,17019,17852,18707,20145,22248,24917,24908,22092,19170,17046,15664,14907,14078,13897,14882,17930,18765,18937,18787,17499,16295,15402
2,2006,11,26,143942,141641,142087,144227,147448,153368,162966,174011,179122,173680,165874,157216,151871,147627,143459,143150,152065,169236,173267,175809,172586,164227,155822,144929
3,2006,11,26,155314,152831,153313,155622,159096,165484,175841,187758,193274,187401,178978,169636,163870,159289,154793,154460,164079,182605,186956,189699,186221,177201,168132,156378
4,2006,11,26,564,508,516,513,528,566,628,755,787,749,636,573,570,522,508,499,507,578,616,630,598,565,496,448
5,2006,11,26,7650,7632,7640,8006,8354,8776,9774,11148,11578,10789,9348,8390,7735,7212,6990,6919,7681,9557,10077,10058,9552,8273,7273,6434
6,2006,11,26,151592,149273,149728,152233,155801,162144,172741,185159,190700,184469,175221,165606,159606,154839,150449,150069,159747,178793,183344,185867,182139,172500,163095,151363
7,2006,11,26,155314,152831,153313,155622,159096,165484,175841,187758,193274,187401,178978,169636,163870,159289,154793,154460,164079,182605,186956,189699,186221,177201,168132,156378
8,2006,11,26,3692,3612,3578,3761,3905,4020,4239,4689,5085,4878,4400,4116,3915,3668,3498,3456,3675,4190,4413,4424,4328,3973,3577,3250
9,2006,11,26,61194,60774,68922,76083,78204,77994,78897,77784,75789,52164,56952,63903,61467,59808,60879,60984,61194,62832,63735,62328,65268,76146,76167,77658
10,2006,11,26,20665,19633,19724,19975,20322,21064,22361,23802,23801,22755,21566,20442,19539,18835,18441,18334,19225,22754,24473,24524,24253,23847,22472,20785
11,2006,11,26,94797,92889,93488,95227,98761,103745,110736,121001,125836,120186,110748,103569,98158,93617,91044,90459,98455,115808,120516,119982,116825,108416,98674,90396
12,2006,11,26,119000,115723,115741,117580,120746,125850,133929,145621,153353,147432,136740,126649,119570,114068,109486,109548,120160,145625,151889,152151,148918,138390,125799,113615
13,2006,11,26,18934,18689,18691,19221,19785,20874,22888,25763,23906,23252,20631,21343,20263,19391,18220,18027,18704,22039,23455,20464,19979,18133,19341,17630
14,2006,11,26,22466,21308,21740,22462,23221,24581,25971,30275,27314,25140,21092,21672,20555,19587,18454,18463,20056,24113,25453,22464,22840,21797,24026,21579
15,2006,11,26,65906,65575,66703,67917,67547,69614,74079,81925,73958,67149,56996,58742,55900,53463,51132,50071,52392,61863,66592,58735,58722,56603,64333,61008
16,2006,11,26,29518,29644,30182,31240,32525,34500,36882,40759,37348,33644,28785,28108,26160,24676,23450,23283,25649,31343,32665,29762,28867,26811,28785,26346
17,2006,11,26,30333,30545,31035,31709,32694,34015,36058,38684,37854,36313,33286,31593,28657,27130,26369,26624,28228,32539,34336,33773,33995,32793,33715,33093
18,2006,11,26,209663,209711,215761,222446,232700,247233,265808,288726,271084,242532,208298,200585,188142,177635,171493,170366,186862,227529,241491,223518,218253,200820,201488,183692
19,2006,11,26,80017,80184,82302,85666,89137,94581,102286,112403,101670,90226,75253,75259,69912,66572,63368,62086,67093,83458,90148,80325,78915,72964,79989,73635
20,2006,11,26,76955,75989,76841,78069,81066,85545,91235,100498,94468,88747,80594,82780,79854,77874,75249,75023,79634,91983,95648,86019,83122,77267,79253,72705
21,2006,11,26,1463832,1445486,1468324,1505431,1549643,1619583,1725408,1863436,1845109,1720999,1583546,1526864,1455278,1400009,1356153,1350178,1444367,1667380,1734795,1689168,1660389,1575426,1536864,1426724
1,2006,11,27,15183,15487,16266,16989,18615,21139,24799,25371,22323,19244,16982,15609,14495,13969,13368,13396,14598,17832,19740,20144,19722,18430,16461,15340
2,2006,11,27,140161,141256,140966,146461,154215,169823,194322,205030,199134,193289,186928,178018,176086,171981,169706,169049,177498,195873,201839,199312,195009,186672,172903,161479
3,2006,11,27,151234,152416,152103,158031,166399,183239,209673,221227,214866,208559,201695,192082,189997,185568,183114,182405,191520,211347,217785,215058,210416,201419,186563,174237
4,2006,11,27,435,436,448,455,479,534,587,633,627,637,533,490,504,457,447,449,490,606,655,641,601,577,516,472
5,2006,11,27,6039,6136,6363,6976,7853,9204,11039,10880,9354,8381,7349,6521,6039,5713,5539,5695,6798,8891,9875,10148,9604,8817,7689,6705
6,2006,11,27,146200,147392,147329,153436,162068,179027,205361,215910,208488,201669,194277,184539,182124,177694,175246,174745,184295,204764,211714,209460,204614,195489,180592,168184
7,2006,11,27,151234,152416,152103,158031,166399,183239,209673,221227,214866,208559,201695,192082,189997,185568,183114,182405,191520,211347,217785,215058,210416,201419,186563,174237
8,2006,11,27,3094,3155,3176,3358,3639,3947,4193,4402,4190,3969,3611,3257,3001,3002,2985,3154,3469,4195,4625,4707,4486,4245,3632,2984
9,2006,11,27,76356,75957,78897,79506,78603,78267,78876,80619,79590,75684,75999,64302,63462,63861,64827,67158,66927,64323,63378,62664,62769,61194,59787,60165
10,2006,11,27,20045,20038,19876,19678,20572,23375,26699,28549,28194,27519,26550,25884,24964,23934,23966,23919,25286,29714,30939,30608,29946,28200,26332,24145
11,2006,11,27,85418,84913,86425,89763,94932,105604,122619,131165,128169,119541,112249,107776,102110,98866,96902,95951,105274,124360,130735,130422,126250,118965,108083,97985
12,2006,11,27,106332,104515,105372,108204,113952,129821,154359,154557,141851,131618,123288,116956,111527,104880,102630,105657,123029,150106,159539,160011,154448,143723,128426,114148
13,2006,11,27,16512,16384,16689,17319,18588,18115,22498,24263,22316,20478,18594,16994,15892,15204,14499,14336,15668,19279,20998,21167,20535,19170,20219,18017
14,2006,11,27,19551,19246,19098,19612,20980,20132,23363,24034,21799,20182,18375,16532,14997,13444,12701,12993,14802,20070,22114,23221,22692,21063,22438,19225
15,2006,11,27,59439,59914,61234,62805,66677,63469,73723,75714,68207,60407,53842,48333,43631,42557,40898,40818,43320,52070,57929,59223,58111,56183,61995,56575
16,2006,11,27,25580,25775,26578,27768,29215,28980,34355,35382,31824,28601,25259,22338,19597,18522,17920,18292,21480,27949,29797,30180,29523,28103,28909,26526
17,2006,11,27,32607,31638,30787,30751,31878,32866,38409,37509,35377,33273,30950,28514,27086,26357,25732,25964,27922,32036,34800,35681,35998,34178,34211,31527
18,2006,11,27,176823,179161,186404,197785,217888,232189,280143,282042,251050,220635,194742,173991,159123,154558,149165,151849,170045,208415,227714,232030,224441,208961,206627,187798
19,2006,11,27,70929,72022,74607,78472,85179,85618,104311,101314,85346,71080,60075,51166,46600,43855,41875,42736,50336,69686,80066,82895,81566,75872,80680,73371
20,2006,11,27,69043,69572,71434,75112,80254,81783,97237,103626,96100,87343,81870,77834,75341,74167,73174,73226,78235,92285,97257,95926,92966,88662,89363,81083
21,2006,11,27,1372215,1377829,1396155,1450512,1538385,1650371,1916239,1983454,1863671,1740668,1634863,1523218,1466573,1424157,1397808,1404197,1512512,1745148,1839284,1838556,1794113,1701342,1621989,1494203
1,2006,11,28,14792,15129,15410,15962,17280,20121,23772,24218,21925,19301,17126,15605,14485,13977,13293,13204,14507,18047,20029,20165,19399,18088,15971,14675
2,2006,11,28,154850,153010,152972,151824,156215,165090,191158,204813,200364,192073,186169,179473,175338,171693,168020,168008,176864,186392,198291,196673,193756,184183,170869,157240
3,2006,11,28,167083,165098,165058,163819,168557,178133,206260,220994,216193,207248,200877,193651,189190,185257,181294,181280,190836,201117,213956,212211,209063,198733,184369,169663
4,2006,11,28,448,435,432,464,470,530,589,636,632,613,550,509,494,467,427,447,476,589,638,634,607,583,496,455
5,2006,11,28,6330,6267,6421,6813,7448,8850,10579,10427,8878,7571,6730,6125,5796,5539,5391,5520,6596,8590,9626,9770,9363,8363,7162,6122
6,2006,11,28,161180,159277,159394,158638,163664,173940,201737,215240,209242,199644,192899,185598,181134,177232,173411,173528,183460,194982,207917,206443,203119,192546,178031,163362
7,2006,11,28,167083,165098,165058,163819,168557,178133,206260,220994,216193,207248,200877,193651,189190,185257,181294,181280,190836,201117,213956,212211,209063,198733,184369,169663
8,2006,11,28,3061,3008,3214,3345,3576,3958,4459,4491,4037,3750,3522,3450,3249,3091,3091,3046,3472,4137,4484,4395,4220,3879,3470,3006
9,2006,11,28,60270,60375,60774,62286,73269,76461,75012,74760,67872,55272,51219,57162,63903,66192,61929,65100,48720,21882,20706,25725,38871,38472,33810,49686
10,2006,11,28,22492,21813,21371,21436,22100,25310,28178,29596,28431,26169,24380,24237,23929,23345,23245,23355,24926,28490,29755,29419,28663,27354,24696,22120
